"04-08-2025","Sales Comparison by Master Account","","Raleigh,Charleston,Charlotte,Wilmington,Greensboro,Myrtle Beach,Columbia,Greenville,Savannah,Atlanta,Richmond","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"Customer Name","Account #","NET MTD Sales","NET MTD Labor","NET GP%","NET MTDLY","NET MTDLY Labor","NET GP%","Comparison MTD-to-LYMTD","NET YTD","NET YTD Labor","NET GP%","NET LYTD","NET LYTD Labor","NET GP%","NET Comparison YTD-to-LYTD"
"ResiBuilt - Greenville","A1747","0.00","0.00","0","37602.99","0.00","-2.38","-37602.99","360707.14","0.00","18.02","283172.20","0.00","19.3","77534.94"
"RiverWild Homes - Raleigh","12","483.00","0.00","-47.7","33836.01","0.00","16.95","-33353.01","215079.46","0.00","-9.68","421223.25","0.00","22.79","-206143.79"
"Robert Buechel - Columbia","A1984","0.00","0.00","0","0.00","0.00","0","0","0.00","0.00","0","0.00","0.00","0","0"
"Royal Homes - Greensboro","A1712","0.00","0.00","0","0.00","0.00","0","0","0.00","0.00","0","150.00","0.00","-766.67","-150"
"RyKar Homes, LLC- Charlotte","A1957","0.00","0.00","0","22663.99","0.00","19.91","-22663.99","0.00","0.00","0","67614.65","0.00","15.82","-67614.65"
"Ryan Shumpert- Greenville","A1975","0.00","0.00","0","0.00","0.00","0","0","0.00","0.00","0","13410.00","0.00","-13.91","-13410"
"S&B Real Estate Ventures LLC","A1989","0.00","0.00","0","0.00","0.00","0","0","0.00","0.00","0","31364.00","0.00","16.6","-31364"
"S&S Constructors, INC DBA S&S Homes- Raleigh","A1948","0.00","0.00","0","0.00","0.00","0","0","15859.99","0.00","34.63","8609.99","0.00","15.89","7250"
"Sadler Construction - Raleigh","10198","0.00","0.00","0","0.00","0.00","0","0","0.00","0.00","0","0.00","0.00","0","0"
"Sagamore Homes - Greensboro","A1902","0.00","0.00","0","0.00","0.00","0","0","8085.00","0.00","-17.14","52797.50","0.00","14.68","-44712.5"
"Samet Corporation - Charleston","A1941","0.00","0.00","0","0.00","0.00","0","0","922808.39","0.00","-41.15","0.00","0.00","0","922808.39"
"Samet Corporation - Charlotte","A1773","0.00","0.00","0","0.00","0.00","0","0","55469.97","0.00","28.88","1009695.78","0.00","20.65","-954225.81"
"Samet Corporation - Greensboro","A1962","0.00","0.00","0","0.00","0.00","0","0","87298.83","0.00","69.32","73895.16","0.00","20.31","13403.67"
"Samet Corporation - Raleigh","A1899","0.00","0.00","0","0.00","0.00","0","0","189165.60","0.00","26.31","867618.29","0.00","0.92","-678452.69"
"Scott Lee Homes, Inc - Raleigh","10505","-2900.00","0.00","99.36","0.00","0.00","0","-2900","87517.89","0.00","11.51","134075.30","0.00","14.62","-46557.41"
"Sedgewick Homes- Greensboro","A1990","125.00","0.00","-640","-465.00","0.00","137.73","590","163905.61","0.00","22.84","13731.20","0.00","17.54","150174.41"
"Shady Oak Homes LLC - Charlotte","A1575","0.00","0.00","0","0.00","0.00","0","0","0.00","0.00","0","18038.99","0.00","0.75","-18038.99"
"Sharpe Building Co. - Raleigh","A2031","0.00","0.00","0","0.00","0.00","0","0","5440.00","0.00","4.63","0.00","0.00","0","5440"
"Silver Harbor Group, LLC - Raleigh","A1867","0.00","0.00","0","0.00","0.00","0","0","0.00","0.00","0","450.00","0.00","22.32","-450"
"Smith Douglas Homes - Raleigh","A1549","0.00","0.00","0","0.00","0.00","0","0","0.00","0.00","0","69355.87","0.00","21.43","-69355.87"
"South Atlantic Construction - Raleigh","A1653","0.00","0.00","0","0.00","0.00","0","0","0.00","0.00","0","0.00","0.00","0","0"
"SouthCon Building Group - Charleston","A1753","0.00","0.00","0","0.00","0.00","0","0","0.00","0.00","0","38087.00","0.00","78.43","-38087"
"Spire Builders, LLC - Greensboro","A2044","0.00","0.00","0","0.00","0.00","0","0","34519.63","0.00","26.98","0.00","0.00","0","34519.63"
"Spire Builders, LLC - Wilmington","A2084","0.00","0.00","0","0.00","0.00","0","0","92759.94","0.00","16.13","0.00","0.00","0","92759.94"
"Stanley Martin Homes - Charleston","A1901","0.00","0.00","0","38662.00","0.00","3.62","-38662","61805.74","0.00","-7.49","295053.97","0.00","-41.77","-233248.23"
"Stanley Martin Homes - Charlotte","A1958","39135.51","0.00","0.21","0.00","0.00","0","39135.51","419168.07","0.00","11.77","100945.30","0.00","14.9","318222.77"
"Stanley Martin Homes - Columbia","A1757","26892.74","0.00","21.37","24968.95","0.00","40.72","1923.79","401501.84","0.00","17.48","803800.95","0.00","45.77","-402299.11"
"Stanley Martin Homes - Myrtle Beach","A1840","0.00","0.00","0","0.00","0.00","0","0","0.00","0.00","0","3100.00","0.00","32.63","-3100"
"Stanley Martin Homes - Raleigh","A1548","23970.67","0.00","8.58","0.00","0.00","0","23970.67","1787549.37","0.00","40.21","401426.81","0.00","2.52","1386122.56"
"Stanley Martin Homes - Wilmington","A1841","0.00","0.00","0","0.00","0.00","0","0","92224.05","0.00","15.67","0.00","0.00","0","92224.05"
"Starlight Homes - Greensboro","A2126","4005.00","0.00","-33.46","0.00","0.00","0","4005","69188.61","0.00","14.26","0.00","0.00","0","69188.61"
"Starlight Homes - Raleigh","874","0.00","0.00","0","17146.99","0.00","30.07","-17146.99","0.00","0.00","0","226836.91","0.00","18.76","-226836.91"
"Swift Creek Construction - Greensboro","A1905","0.00","0.00","0","0.00","0.00","0","0","0.00","0.00","0","25839.00","0.00","19.39","-25839"
"Sycamore Homes, LLC - Columbia","A2037","0.00","0.00","0","0.00","0.00","0","0","0.00","0.00","0","0.00","0.00","0","0"
"TRI Pointe Homes - Raleigh","A1608","8000.00","0.00","60.7","95178.00","0.00","15.11","-87178","449491.59","0.00","11.94","336474.07","0.00","5.25","113017.52"
"Taylor Morrison - Raleigh","A1800","0.00","0.00","0","38475.01","0.00","32.79","-38475.01","409231.43","0.00","10.83","527385.01","0.00","18.91","-118153.58"
"The Veritas Group, INC - Greensboro","A1904","0.00","0.00","0","0.00","0.00","0","0","-2779.11","0.00","116.8","45935.00","0.00","22.79","-48714.11"
"Third Generation Homes - Greensboro","A1842","0.00","0.00","0","0.00","0.00","0","0","29175.99","0.00","11.95","98295.00","0.00","39.81","-69119.01"
"Thomas Construction Group - Raleigh","A2029","0.00","0.00","0","0.00","0.00","0","0","900.00","0.00","-534.84","0.00","0.00","0","900"
"Toll Brothers - Charlotte","A1555","70098.90","0.00","14.66","60638.99","0.00","24.93","9459.91","367504.28","0.00","14.66","687632.05","0.00","15.33","-320127.77"
"Toll Brothers - Greenville","A2026","1435.00","0.00","13.84","0.00","0.00","0","1435","397583.94","0.00","20.08","0.00","0.00","0","397583.94"
"Toll Brothers - Myrtle Beach","A1770","0.00","0.00","0","54230.52","0.00","-7.39","-54230.52","335566.02","0.00","18.67","173995.97","0.00","10.98","161570.05"
"Toll Brothers - Raleigh","198","775.00","0.00","-81.27","-600.00","0.00","234.04","1375","204269.97","0.00","4.77","187745.94","0.00","9.21","16524.03"
"Tri Pointe Homes - Charlotte","A1574","0.00","0.00","0","0.00","0.00","0","0","0.00","0.00","0","-115.18","0.00","70.16","115.18"
"Triad Remodeling Inc- Greensboro","A1928","0.00","0.00","0","0.00","0.00","0","0","0.00","0.00","0","557.00","0.00","-147.17","-557"
"UNIQUELY SOUTHERN HOMES LLC - Raleigh","600","0.00","0.00","0","0.00","0.00","0","0","15843.00","0.00","58.47","9008.01","0.00","19.83","6834.99"
"VCC, Inc. - Wilmington","A2085","0.00","0.00","0","0.00","0.00","0","0","17025.99","0.00","-3.84","0.00","0.00","0","17025.99"
"Vanir Installed Sales Of Charlotte - Greensboro","82","0.00","0.00","0","0.00","0.00","0","0","0.00","0.00","0","0.00","0.00","0","0"
"Vanir Installed Sales Of Charlotte - House Account","A1913","0.00","0.00","0","0.00","0.00","0","0","919.08","0.00","100","0.00","0.00","0","919.08"
"Vanir Installed Sales Of Columbia - House Account","A1726","0.00","0.00","0","0.00","0.00","0","0","175.00","0.00","28.57","0.00","0.00","0","175"
"Vanir Installed Sales Of Greensboro - House Account","A1614","0.00","0.00","0","0.00","0.00","0","0","0.00","0.00","0","0.00","0.00","0","0"
"Vanir Installed Sales Of Greenville - House Account","A1817","0.00","0.00","0","0.00","0.00","0","0","6901.93","0.00","33.77","0.00","0.00","0","6901.93"
"Vanir Installed Sales Of Myrtle Beach - House","A1816","0.00","0.00","0","0.00","0.00","0","0","0.00","0.00","0","4500.00","0.00","24.7","-4500"
"Vanir Installed Sales Of Wilmington- House Account","A1815","0.00","0.00","0","0.00","0.00","0","0","0.00","0.00","0","0.00","0.00","0","0"
"Vanir Installed Sales Raleigh - House Account","A1813","0.00","0.00","0","0.00","0.00","0","0","6876.98","0.00","-477.76","0.00","0.00","0","6876.98"
"Vanir Installed Sales, LLC - Wilmington","A2057","0.00","0.00","0","0.00","0.00","0","0","2728.15","0.00","0.29","0.00","0.00","0","2728.15"
"Walraven Signature Homes- Greensboro","A1871","0.00","0.00","0","0.00","0.00","0","0","0.00","0.00","0","0.00","0.00","0","0"
"Watermark Homes - Raleigh","1253","0.00","0.00","0","22730.00","0.00","18.08","-22730","34227.99","0.00","8.97","85730.00","0.00","19.85","-51502.01"
"Weaver Cooke - Raleigh","A1751","0.00","0.00","0","0.00","0.00","0","0","0.00","0.00","0","0.00","0.00","0","0"
"White Water Homes","46","0.00","0.00","0","0.00","0.00","0","0","0.00","0.00","0","0.00","0.00","0","0"
"William B. Hamilton","A2119","0.00","0.00","0","0.00","0.00","0","0","-487.00","0.00","-38.36","0.00","0.00","0","-487"
"Williams Realty & Building Co. - Raleigh","A1733","0.00","0.00","0","0.00","0.00","0","0","5994.00","0.00","100","0.00","0.00","0","5994"
"Wilson And Covington - Greensboro","A2091","0.00","0.00","0","0.00","0.00","0","0","-4200.00","0.00","100","0.00","0.00","0","-4200"
"Wilson Co, LLC- Columbia","A1853","0.00","0.00","0","25144.00","0.00","41.47","-25144","0.00","0.00","0","98285.00","0.00","28.02","-98285"
"Wisemaster Builders - Greensboro","A2032","0.00","0.00","0","0.00","0.00","0","0","0.00","0.00","0","0.00","0.00","0","0"
"Wishon & Carter Builders - Greensboro","A1787","0.00","0.00","0","0.00","0.00","0","0","66529.01","0.00","-15.49","15653.78","0.00","36.35","50875.23"
"Wynnefield Construction, LLC - Raleigh","A2106","0.00","0.00","0","0.00","0.00","0","0","24049.12","0.00","-438.53","0.00","0.00","0","24049.12"
"Wynnefield Construction, LLC - Wilmington","A2137","0.00","0.00","0","0.00","0.00","0","0","0.00","0.00","0","0.00","0.00","0","0"
"Total","","1059615.54","0","-7.00","1877297.53","0","1.81","-817681.99","33009595.38","0","19.11","35328565.38","0","15.52","-2318970"
